UC_SEQ,MAIN_TITLE,GUGUN_NM,LAT,LNG,PLACE,TITLE,SUBTITLE,ADDR1,ADDR2,CNTCT_TEL,HOMEPAGE_URL,USAGE_DAY_WEEK_AND_TIME,RPRSNTV_MENU,MAIN_IMG_NORMAL,MAIN_IMG_THUMB,ITEMCNTNTS
242,신발원,Dong-gu,35.114815,129.03873,Shinbalwon,Shinbalwon (신발원),,"62, Daeyeong-ro 243beon-gil, Dong-gu",,+82 51-467-0177,,am 11:00 ~ pm 20:00,"Meat Dumplings, Grilled Dumplings",https://www.visitbusan.net/uploadImgs/files/cntnts/20191220111654951_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191220111654951_thumbL,"This famous restaurant is one of the two major dumpling shops in Busan Chinatown. You will find long lines of people regardless of the time. Specializing in Chinese bread and dumplings, this shop’s thick and fluffy dumplings, mainly the juicy meat dumplings, are popular."
245,카페초량 1941,Dong-gu,35.11969,129.02942,Choryang 1941,Choryang 1941 (초량 1941),,"533-5, Mangyang-ro, Dong-gu",,051-462-7774,,10:30-18:00,"Vanilla Milk, Ginger Milk",https://www.visitbusan.net/uploadImgs/files/cntnts/20230601112526719_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230601112526719_thumbL,"Located in Ibagu-gil, a tourist attraction in Dong-gu, this cafe renovated a house built by the Japanese who lived in Busan in 1941. The exterior and interior, including the surrounding environment,are reminiscent of the day. The main menu is a variety of “milk” contained in pretty bottles designed by the cafe."
246,60년 전통 할매국밥,Dong-gu,35.141018,129.05618,Halmae Gukbap,Halmae Gukbap (60년 전통 할매국밥),,"4, Jungang-daero 533beon-gil, Dong-gu",,051-646-6295,,10:00-19:00,"Ddaro gukbap, Steamed meat set",https://www.visitbusan.net/uploadImgs/files/cntnts/20230607170518427_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230607170518427_thumbL,"This is a restaurant specializing in pork soup with 60 years of tradition. It’s so famous that you have to wait longer than 30 minutes during meal times. Unlike most other pork soup, their dwaejigukbap has clear broth, and the roughly sliced pork meat is incredibly tender. The steamed meat set, which serves the pork broth and meat separately, is especially popular."
252,함경면옥,Dongnae-gu,35.20263,129.08307,Hamgyeongmyeonok,Hamgyeong Myeonok (함경면옥),,"213, Chungnyeol-daero",,-2545,,Open 11:00 / Closed 22:00,"Naengmyeon (Cold Noodles), Wang Galbitang, Dumplings Small",https://www.visitbusan.net/uploadImgs/files/cntnts/20220512102852754_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220512102852754_thumbL,"The taste of naengmyeon made by artisans for 30 years is hard to compare with others. It is one of the most famous naengmyeon restaurants in Busan, and the fact that many people always come, regardless of the season, proves the unchanging taste of this place."
564,김유순대구뽈찜,Nam-gu,35.136368,129.09152,Kim Yu-sun Daegu Ppoljjim,Kim Yu-sun Daegu Ppoljjim (김유순대구뽈찜),,"15, Jinnam-ro, Nam-gu",,051-627-4319,,11:30-21:00, Braised codfish cheeks,https://www.visitbusan.net/uploadImgs/files/cntnts/20230525155402064_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230525155402064_thumbL,"Also remembered by its old name, Chungmu Restaurant, this restaurant specializes inbraised codfish cheek, characterized by the spicy marinade and a heap of onion slices. Theunique presentation of braised codfish cheeks, which are topped with bean sprouts andspicy marinade, pairs well with makgeolli and is perfect when eaten with potato noodles."
566,백산키친,Dong-gu,35.13873,129.06345,Baeksan Kitchen,Baeksan Kitchen (백산키친),,"No. 225, Dongil Tower, 14, Jobang-ro, Dong-gu",,051-635-8219,,17:30-01:00,"Assorted aged raw fish (Korean sashimi), Sous vide steak",https://www.visitbusan.net/uploadImgs/files/cntnts/20230605130411396_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230605130411396_thumbL,"This Japanese-style izakaya restaurant uses seasonal ingredients to create a variety of dishes such as sashimi, grilled dishes, and soup.People come here for drinks but end up very full.The service is friendly and pleasant, and the food is carefully prepared by experienced chefs. "
576,왔다식당,Yeongdo-gu,35.094036,129.05635,Wakda Sikdang,Wakda Sikdang (왔다식당),,"811, Hana-gil, Yeongdo-gu",,051-412-2676,,08:30-15:00,"Steamed tendon, Doenjang jeongol with tendons",https://www.visitbusan.net/uploadImgs/files/cntnts/20230608114049598_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230608114049598_thumbL,"This Hanwoo tendon specialty restaurant that has been operating for more than 30 years is also frequented by Japanese guests. It only uses Hanwoo beef for the soft-textured tendons. If you are ordering doenjang jeongol, their signature item, it’s highly recommended to add ramen noodles."
577,영변횟집,Haeundae-gu,35.1808,129.20293,,Yeongbyeon Hoejip (영변횟집),Yeongbyeon Hoejip (영변횟집),"30, Songjeonghaebyeon-ro, Haeundae-gu",,-8262,,11:00a.m. ~ 21:30p.m.,"Seggoshi (flounder), Assorted Hoe (sashimi)",https://www.visitbusan.net/uploadImgs/files/cntnts/20200818134302422_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200818134302422_thumbL,"This restaurant specializes in seggosi(sashimi), which is finely chopped hoe eaten with bones. Enjoy a variety of live fish such as flounder, halibut, rockfish, rock bream, and sea bass according to the season. Seggosi made with flounder or halibut are quite popular here. When you order hoe, the table is filled with side dishes and seafood."
865,방코,Gangseo-gu,35.11546,128.92226,BANCO,BANCO (방코),,"1st and 2nd Floor, 51 Saejinmok-gil, Gangseo-gu",,051-271-2068,,11:30-14:30 / 17:00-20:30,"Fungi Truffle Pizza , Fig and Blue Cheese Pizza",https://www.visitbusan.net/uploadImgs/files/cntnts/20230602140648465_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230602140648465_thumbL,This restaurant with an eccentric exterior is home to pizzas and pasta baked in the oven.They use fresh ingredients and new recipes to create rich and light flavors.Truffle-flavored pizza and blue cheese pizza are the most popular dishes.
877,얼크니손칼국수(기장본점),Gijang-gun,35.255756,129.21614,Eolkeuni Sonkalguksu (얼크니손칼국수 기장본점),Eolkeuni Sonkalguksu (얼크니손칼국수 기장본점),,"22, Chaseong-ro 417beon-gil, Gijang-eup, Gijang-gun",,+82 51-721-3487,,am 11:20 ~ pm 21:30(Last order 20:30) ,"Eolkeuni Sonkalguksu, Dumplings",https://www.visitbusan.net/uploadImgs/files/cntnts/20200819144753937_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819144753937_thumbL,"After eating shabu-shabu, you can cook them with noodles. They serve generous portions of ingredients compared to the price. First, after eating shabu-shabu, eat kalguksu made with that soup. Then they will make fried rice in the same pot."
886,곤국,Nam-gu,35.1477,129.06758,Gonguk (곤국),Gonguk (곤국),,"51-1, Hwangnyeong-daero 74beon-gil, Nam-gu",,+82 10-2608-6586,,am 11:30 ~ pm 20:00(break time 14:00~17:30),"Hanwoo Gomtang, Steamed Hanwoo Tendon",https://www.visitbusan.net/uploadImgs/files/cntnts/20200819150211450_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819150211450_thumbL,"Gonguk is a gomtang (beef bone soup) specialty restaurant. Known for their longboiled soft meat and rich soup, the rice isn’t submerged in it but is prepared separately and freshly in a stone pot."
887,다이닝센 부산본점,Nam-gu,35.124435,129.11235,Dining Sen Busan (다이닝센 부산본점),Dining Sen Busan (다이닝센 부산본점),,"88, Yongho-ro, Nam-gu",,+82 51-621-8833,,am 11:30 ~ pm 21:30,"Beef Chopped Steak Salad, Shoulder Pilaf",https://www.visitbusan.net/uploadImgs/files/cntnts/20200820090928003_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200820090928003_thumbL,"Family Restaurant Dining Sen makes its own special sauces, and serves quality food at a relatively low price. Facilities and space for events are also well prepared."
890,오륙도 가원,Nam-gu,35.106773,129.11171,Gawon (Oryukdo Island),Gawon (Oryukdo Island),,"14, Baegunpo-ro, Nam-gu",,051-635-0707,,11:30-21:30,"Special cuts, Assorted beef",https://www.visitbusan.net/uploadImgs/files/cntnts/20230603134954264_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230603134954264_thumbL,"It has a beautiful architectural award-winning exterior and a large, well-groomed lawn garden.Gawon is a famous charcoal-grilled Hanwoo(Domestic beef) restaurant that offers luxurious foodand service."
892,한우랑,Nam-gu,35.130306,129.0949,Hanwoorang (한우랑),Hanwoorang (한우랑),,"171 UN-ro, Nam-gu",,+82 51-621-0334,,am 10:00 ~ pm 22:00,"Hanwoo Special Cuts (100g), Hanwoo Ribeye (100g)",https://www.visitbusan.net/uploadImgs/files/cntnts/20200818152932317_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200818152932317_thumbL,It’s a restaurant specializing in charcoal-grilled domestic beef(Hanwoo). All dishes are made with high-quality ingredients produced in Korea. Hanwoo has a significant difference in taste depending on the grilling skill. This restaurant provides skilled grilling services.
893,해남식당,Nam-gu,35.134193,129.11122,Haenam Kimchi Sikdang (해남식당),Haenam Kimchi Sikdang (해남식당),,"145, Bunpo-ro, Nam-gu",Yongho-dong W Square,+82 51-628-2015,,am 11:30 ~ pm 21:00(break time 15:00 ~ 17:00)(Last order 20:30) ,"Aged Kimchi and Steamed Meat, Kimchi Jjigae with Aged Kimchi",https://www.visitbusan.net/uploadImgs/files/cntnts/20200818153601185_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200818153601185_thumbL,"This is a restaurant specializing in kimchi cuisine. Using cabbage from Haenam, famous for its cabbage production, they age their kimchi for a long time. You can eat a variety of kimchi dishes here. They are particularly proud of aged kimchi from Haenam."
899,범일빈대떡,Dong-gu,35.139576,129.05621,Bomil Bindaeddeok,Bomil Bindaeddeok (범일빈대떡),,"519, Jungang-daero, Dong-gu",,051-646-0081,,15:00-24:00,"Bindaeddeok, Pajeon(green onion pancake)",https://www.visitbusan.net/uploadImgs/files/cntnts/20230608143915784_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230608143915784_thumbL,"It appeared on the famous cooking variety show called, “Baek Jong-won’s Top 3 Chef King.” It’s a bindaeddeok (pancake) shop, rare to find these days. Their classic dish is bindaeddeok with quaint sensibilities, made with 100% mung beans. It has a light yet savory taste."
904,금강만두,Dongnae-gu,35.196102,129.06027,Geumgang Mandu,Geumgang Mandu (금강만두),,"11, Sajikbuk-ro 5beon-gil, Dongnae-gu",,051-502-8784,,11:00-20:30,"Chungmu Set (Chungmu Gimbap+Dumpling Soup), Yukgaejang",https://www.visitbusan.net/uploadImgs/files/cntnts/20230607173727769_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230607173727769_thumbL,"It was a hidden gem among the foodies,but has now expanded into a large restaurant accessible to everyone.Aside from mandu, the refreshing taste of yukgaejang is also very popular"
911,고을산채,Yeongdo-gu,35.093414,129.0448,Goeulsanchae (고을산채),Goeulsanchae (고을산채),,"7, Daegyo-ro 2beon-gil, Yeongdo-gu",,-4863,,am 11:30 ~ pm 21:30,"Wild Vegetables Set, Beef and Mushroom Hot Pot",https://www.visitbusan.net/uploadImgs/files/cntnts/20200818175032095_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200818175032095_thumbL,"This Korean restaurant has been operating since 2006. All the side dishes are made by the owner. At lunch, many people come to eat bibimbap, which comes with seasonal side dishes, and at dinner, beef mushroom hot pot and gopchang (beef tripe) hot pot are popular. You can enjoy a hearty meal at a reasonable price."
917,석화정,Yeongdo-gu,35.07709,129.07228,Seokhwajeong,Seokhwajeong (석화정),,"16-11, Dongsam-ro 42beon-gil, Yeongdo-gu",,070-8913-9989,,09:00-21:00,"Oyster Soup with Rice, Raw oysters",https://www.visitbusan.net/uploadImgs/files/cntnts/20230608114815119_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230608114815119_thumbL,"This is a restaurant specializing in oysters for 20 years. You can enjoy a variety of dishes made with oysters, such as fresh oysters, grilled oysters, fried oysters, oyster pancake, and oyster kimchi. In particular, an oyster soup made with fresh natural oysters is popular for its refreshing and rich flavor."
920,에테르,Yeongdo-gu,35.077286,129.04646,Aether,Aether (에테르),,"234, Jeoryeong-ro, Yeongdo-gu",,051-263-5055,,10:00-21:00,"Lobster Roll, Chicken Avocado Roll",https://www.visitbusan.net/uploadImgs/files/cntnts/20230601203455875_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230601203455875_thumbL,"Located in the center of the Huinnyeoul Culture Village, this rooftop cafe consists of 4 floorswhere you can admire the wonderful sea view of Yeongdo. You can enjoy light drinks anddesserts, but it also offers popular meals such as lobster rolls."
926,디저트시네마,Yeonje-gu,35.176273,129.09052,Dessert Cinema,Dessert Cinema (디저트시네마),,"32-1, Ssangmicheon-ro, Yeonje-gu",,051-867-5757,,12:00-until supplies last,"Original croissant, Pain au chocolat",https://www.visitbusan.net/uploadImgs/files/cntnts/20230601214408193_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230601214408193_thumbL,"Dessert Cinema bakes pastries such as croissants and pain au chocolat and sells themon the same day. The most popular item is the croissant, and if you arrive late, manyitems may be sold out."
928,북경,Yeonje-gu,35.18377,129.08086,Bukgyeong (Beijing) (북경),Bukgyeong (Beijing) (북경),,"11, Jungang-daero 1076beon-gil, Yeonje-gu",,+82-51-863-0055,,am 11:00 ~ pm 21:0015:00~17:00 (Break time)20:30 (Last order),"Jajangmyeon, Jjambbong",https://www.visitbusan.net/uploadImgs/files/cntnts/20200819172514790_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819172514790_thumbL,"Located in the center of Yeonsan-dong’s main streets, this Chinese restaurant is a favorite spot for local office workers’ company gathering. While everything on the menu is good, it is especially famous for its delicious jjajangmyeon noodles."
929,연산낙지해물탕,Yeonje-gu,35.182316,129.10692,Yeonsan Nakji Haemultang (연산낙지해물탕),Yeonsan Nakji Haemultang (연산낙지해물탕),,"121, Gwajeong-ro, Yeonje-gu",,+82-51-758-8838,,am 11:30 ~ pm 21:3015:00~17:30 (BREAK TIME),"Seafood pot, Live Octopus Hot Pot",https://www.visitbusan.net/uploadImgs/files/cntnts/20200819103408604_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819103408604_thumbL,"Any haemultang is filled with plenty of seafood, but the seafood pot here is packed with freshest of seafood that even those who don’t know much about ingredients can tell how fresh they are. When the seafood is almost ready, they add a live octopus before serving."
932,웰빙여행,Yeonje-gu,35.181526,129.07504,Well-being Yeohaeng (웰빙여행),Well-being Yeohaeng (웰빙여행),,"50, Jungang-daero 1043beon-gil, Yeonje-gu",,+82-51-864-3455,,am 10:00 ~ pm 21:30,"Maesaengi Kalguksu, Meat Dumplings",https://www.visitbusan.net/uploadImgs/files/cntnts/20200819170519954_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819170519954_thumbL,"It’s a kalguksu and dumpling restaurant near Busan City Hall. They offer special noodles like nourishing maesaengi kalguksu and sesame kalguksu, and also dumpling hot pot with generous portions. Dumplings are made daily, and in summer they sell homemade soy kalguksu as well."
933,옻바다전복 삼계탕,Yeonje-gu,35.18473,129.08128,Otbada Jeonbok Samgyetang (옻바다 전복삼계탕),Otbada Jeonbok Samgyetang (옻바다 전복삼계탕),,"16, World cup-daero 119beon-gil, Yeonje-gu",,+82-51-862-3307,,am 10:00 ~ pm 22:00,"Chicken Soup with Lacquer Tree Chips, Samgyetang",https://www.visitbusan.net/uploadImgs/files/cntnts/20200819105118416_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819105118416_thumbL,"The restaurant specializes in samgyetang(chicken soup) and serves onnamu samgyetang (chicken soup with lacquer tree chips), one of the most popular dishes for stamina, with sea abalone. Lacquer tree wine is also offered as an aperitif. This famous restaurant was also featured on TV shows."
935,참참부자,Yeonje-gu,35.185333,129.08035,Chamchambuja (참참부자),Chamchambuja (참참부자),,"23, World cup-daero 145beon-gil, Yeonje-gu",,-2789,,am 11:30 ~ pm 22:00,"Japanese Course, Tuna Course",https://www.visitbusan.net/uploadImgs/files/cntnts/20200819105753999_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819105753999_thumbL,"This restaurant, located in the main street of Yeonsan-dong, specializes in Japanese course meals. You can taste tuna and other natural sashimi. Each dish in the course, including sashimi, is of high quality. Many customers also come for the lunch-only menu."
936,팔미초밥,Yeonje-gu,35.184906,129.0818,Palmi Chobap (팔미초밥),Palmi Chobap (팔미초밥),,"8, World cup-daero 119beon-gil, Yeonje-gu",,-8509,,am 11:30 ~ pm 22:00,"Sushi, Course meal",https://www.visitbusan.net/uploadImgs/files/cntnts/20200819110257649_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819110257649_thumbL,"This restaurant is one of Busan’s best-known Japanese food restaurants, a great place for serving guests in the commercial area. It is run by an owner-chef with 30 years of experience, and the course meals at this restaurant are satisfying compared to the price."
942,다리집,Suyeong-gu,35.146637,129.11076,Darijip,Darijip (다리집),," No. 101, 70, Namcheonbada-ro 10beon-gil, Suyeong-gu",,051-625-0130,,11:30?21:00,"Ddeokboki,  A set",https://www.visitbusan.net/uploadImgs/files/cntnts/20200819112147736_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819112147736_thumbL,"It is one of the most famous tteokbokki joints in Busan. Back when it was a pojangmacha(street food vendor), only the legs of customers were seen from the outside; hence it earnedthe name “house of legs (Darijip).” They are especially known for huge sizes of tteokbokkiand fried squid?just one piece is enough to make you full. "
944,남촌,Buk-gu,35.21074,129.00595,Namchon,Namchon (남촌),,"14, Geumgok-daero 8beon-gil, Buk-gu",,051-335-9294,,11:00-22:00,"Whole black pork (800g), Half black pork (600g)",https://www.visitbusan.net/uploadImgs/files/cntnts/20230608135734815_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230608135734815_thumbL,It is a pork specialty shop that uses only black pork from the clean area below Jiri Mountain.The black pork they serve has an entirely different texture and taste from the usual pork.They are known for using 5-layered black pork belly with the rind.
949,북경의자전거,Buk-gu,35.230934,129.00957,Beijing Bicycle (북경의 자전거),Beijing Bicycle (북경의 자전거),,"14, Yongdang-ro 5beon-gil, Buk-gu",,-9153,,am 11:30 ~ pm 22:00,"JJjajangmyeon, Sweet and sour pork",https://www.visitbusan.net/uploadImgs/files/cntnts/20200820091146813_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200820091146813_thumbL,"This Chinese restaurant features authentic Chinese-style interior, with dishes prepared by Chinese chefs. The noodles are made by traditional hand-pulling method, and with a variety of dishes, many regulars frequent this place."
953,식당 3선(덕천점),Buk-gu,35.21927,129.00708,Sikdang Samseon (식당 3선),Sikdang Samseon (식당 3선),,"112, Geumgok-daero, Buk-gu",,-352,,am 11:00 ~ pm 22:0021:00 (Last order) ,"Seasoned pork ribs, Gochujang pork ribs",https://www.visitbusan.net/uploadImgs/files/cntnts/20200819154140644_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819154140644_thumbL,"This restaurant serves charcoal-grilled meat, green onion with pork belly, and wheat noodles. It has a large space and is popular as a place for family dining. The main dish is charcoal-grilled meat, which is convenient to eat as they serve them cooked."
958,함경면옥,Buk-gu,35.21178,129.00423,Hamgyeong Myeonok (함경면옥),Hamgyeong Myeonok (함경면옥),,"21, Geumgok-daero, Buk-gu",,+82 51-363-5000,,am 11:00 ~ pm 21:20,"Mulnangmyeon, bibimnangmyeon",https://www.visitbusan.net/uploadImgs/files/cntnts/20200820091029413_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200820091029413_thumbL,"This is a restaurant specializing in Hamheung naengmyeon with 22 years of tradition. Known for their signature Hamheung style of chewy noodles made of sweet potato starch, mulnaengmyeon with rich soup stock and hoe bibimmyeon topped fermented stingray hoe are the most popular dishes."
959,홍옥당,Suyeong-gu,35.146893,129.11392, Hongokdang (홍옥당), Hongokdang,,"49, Namcheondong-ro 108beon-gil, Suyeong-gu",, +82-51-627-1026,,am 10:00 ~ pm 22:00,"Red Bean bun, Sweet Red Bean Porridge",https://www.visitbusan.net/uploadImgs/files/cntnts/20230531122205481_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230531122205481_thumbL,"This small shop is located in an alley in front of Gwangalli Beach. It is a specialty store that uses only domestic red beans for its creations. It is famous for its red bean shaved ice, red bean porridge, and red bean buns. The buns are so popular that you often see long lines of customers who want to purchase them."
960,디에이블 송도점,Seo-gu,35.076706,129.01715,The 8ble Songdo Branch (디에이블),The 8ble Songdo Branch (디에이블),,"3F, 47, Chungmu-daero 34beon-gil, Seo-gu",, +82-51-231-9177,,am 11:00 ~ pm 22:00,"The 8ble Pasta, The 8ble Pizza",https://www.visitbusan.net/uploadImgs/files/cntnts/20200819132345743_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819132345743_thumbL,"This is the branch of the famous Western restaurant, The 8ble, where you can enjoy a special meal in the beautiful ocean view anywhere from the inside. The signature pizza is characterized by moist dough, and the spicy and aromatic pasta made with their special sauce is also popular."
961,몽실종가돼지국밥,Seo-gu,35.10019,129.01718,Mongsil Jongga Dwaejigukbap,Mongsil Jongga Dwaejigukbap (몽실종가돼지국밥),,"1F, 3, Kkachigogae-ro 197beon-gil, Seo-gu",,051-256-0133,,09:00-21:00,"Pork Soup, Steamed pork",https://www.visitbusan.net/uploadImgs/files/cntnts/20230607165621037_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230607165621037_thumbL,The restaurant is located near Gamcheon Culture Village. The interior is neat and friendly staff provide memorable service. It is famous for the soup made from boiling beef broth for more than 24 hours. You can choose the amount and the cut of meat to eat with the soup.
963,식당 토성동,Seo-gu,35.097954,129.02257,Sikdang Toseong-dong (식당 토성동),Sikdang Toseong-dong (식당 토성동),,"27, Gudeok-ro 124beon-gil, Seo-gu",,-3203,,Mon-Fri 10:30 ~ 20:00 / Sat 10:30 ~ 15:00,"Bite-sized Steak Rice Bowl, Tonkatsu",https://www.visitbusan.net/uploadImgs/files/cntnts/20200819133843312_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819133843312_thumbL,"The petite, charming restaurant is located at an unexpected place, and is famous for its simple food, refreshing taste, and friendly service. Although all of the dishes are popular, the main menu is the bite-sized steak bowl with a mild taste through trimming and aging."
964,청죽,Seo-gu,35.11293,129.01305,Cheongjuk (청죽),Cheongjuk (청죽),,"23, Mangyang-ro, Seo-gu",,-8771,,am 11:00 ~ pm 22:00(break time 15:00 ~ 16:30),"Lunch Course, Dinner Course",https://www.visitbusan.net/uploadImgs/files/cntnts/20200819134238418_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819134238418_thumbL,"With a beautiful garden that extends to the entrance, this Japanese restaurant specializes in course meals. It is a popular place for classy gatherings. Although it is relatively expensive, guests find it satisfying in both taste and service. Japanese courses are their main presentation."
965,편의방,Seo-gu,35.11915,129.01625,Pyeonuibang,Pyeonuibang (편의방),,"13, Daesingongwon-ro, Seo-gu",,051-256-2121,,11:00-21:00,"Samseon dumplings, Grilled dumplings",https://www.visitbusan.net/uploadImgs/files/cntnts/20230602154202290_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230602154202290_thumbL,"Flashing a striking red signboard, Pyeonuibang is a Chinese dumpling shop operated by the third generation of owners. It is famous for samseon dumplings, which are limited to 40 servings per day, and must be ordered by phone 30 minutes in advance. Made at the time of order, juicy samseon dumplings are filled with various vegetables and prawns."
966,동원장수촌하단점,Saha-gu,35.10194,128.97113,Dongwon Jangsuchon Hadan Branch,Dongwon Jangsuchon (동원장수촌하단점),,"#201, B, 117, Dongmae-ro, Saha-gu",,051-202-4100,,11:00-21:30,"Herbal Duck Soup with Mung Beans, Chicken Soup with Neungi Mushroom",https://www.visitbusan.net/uploadImgs/files/cntnts/20230607132213312_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230607132213312_thumbL,"This is a restaurant specializing in stamina cuisine, served in an earthen pot calledddukbaegi made by master potters. It is also a popular place for group gatherings.Hanbang nokdu baeksuk (herbal duck soup with mung beans) is a particularly popular dish. Itfeatures medicinal herbs such as milk vetch roots, matrimony vine, and licorice, as well as mungbeans and duck boiled for a long time. The soup and the meat are deeply nourishing."
969,포항가자미물회,Sasang-gu,35.169525,128.98228,Pohang Gajami Mulhoe,Pohang Gajami Mulhoe (포항가자미물회),,"275-1, Sasang-ro",,-6912,,Open 11:40 / Closed 15:00,"Summer Mulhoe, Winter Mulhoe",https://www.visitbusan.net/uploadImgs/files/cntnts/20200819143114772_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819143114772_thumbL,"It is a simple neighborhood restaurant, and is famous for mulhoe, or noodles and hoe in cold soup. Hoe and broth seasoned with various sauces are served separately. It’s delicious to eat fish with fresh tomatoes in summer and seaweed in winter."
974,괘법쭈꾸미,Sasang-gu,35.163906,128.98459,Gwaebeop Jjukkumi,Gwaebeop Jjukkumi (괘법쭈꾸미),,"33, Gwangjang-ro 81beon-gil",,-1675,,Open 11:30 / Closed 23:00,Well-Being Jjukkumi (Webfoot Octopus),https://www.visitbusan.net/uploadImgs/files/cntnts/20200819161305335_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200819161305335_thumbL,"This is one of the most popular restaurants specializing in webfoot octopus dishes in the region, which started in Gwaebeop-dong in 2007. It uses secret homemade sauce that creates this deliciously spicy flavor that you will crave again and again. The signature item is Well-Being Jjukkumi. Their secret to longstanding popularity is maintaining the quality of that single dish."
1092,광명집,Nam-gu,35.125664,129.10095,Gwangmyeongjip,Gwangmyeongjip (광명집),,"458, Sinseon-ro, Nam-gu",,051-621-4376,,11:00-22:00,"Agujjim (Braised Monkfish), Daegujjim (Braised Codfish)",https://www.visitbusan.net/uploadImgs/files/cntnts/20230525152622629_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230525152622629_thumbL,"For over twenty years, this restaurant has been operated by generations of family members. They specialize in braised monkfish and codfish dishes made with fresh and quality ingredients. For braised codfish heads, their unique cooking style adds heaps of onions on top. Both braised fish dishes are popular."
1094,명지첫집,Gangseo-gu,35.095818,128.92444,Myeongjicheotjip,Myeongjicheotjip (명지첫집),,"18, Myeongji Gukje 6-ro 232beon-gil, Gangseo-gu",,051-202-9599,,11:30-15:00 / 17:00-21:00,"Jjukkumi Bossam M (Webfoot Octopus with Steamed Pork), Lunch special: Bossam set meal for two",https://www.visitbusan.net/uploadImgs/files/cntnts/20230607165446819_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20230607165446819_thumbL,"The signature dishes are generous servings of bossam jeongsik (steamed pork set meal) andjjukkumi bossam (spicy webfoot octopus and steamed pork).Side dishes include jeotgal (fish sauce) and green onion kimchi, each representing Myeongji’sspecialty ingredients: salt and green onion."
1098,드마히니 더블유스퀘어점,Nam-gu,35.13426,129.11124,De Marigni W Square Branch (드마히니 더블유스퀘어점),De Marigni W Square Branch (드마히니 더블유스퀘어점),,"2-dong, 145, Bunpo-ro, Nam-gu",,-8708,,am 11:30 ~ pm 22:0015:00~17:00 (break time)20:30 (last order),"Lobster Stew \43,000",https://www.visitbusan.net/uploadImgs/files/cntnts/20210913095514659_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20210913095514659_thumbL,"This is the second French restaurant by Busan’s famed bakery, OPS. Characterized by the liberal atmosphere that resembles cafes in Paris, the place serves simple yet carefully created French cuisine and five kinds of specialty coffee."
